X,Y
-110.819890692011,39.7466133005194
-111.791390397308,40.1697283698247
-111.049306323821,37.7516013824797
-112.386684675514,40.7198797987137
-112.048747423656,38.7947890093859
-111.639182546772,41.7319510850311
-109.682913314796,39.4308210884201
-112.993866263479,38.7874414878972
-109.668061362623,40.6056982588352
-112.796014170206,40.1985782245601
-112.61112720354,37.9093404595715
-112.49640127113,38.7404162500308
-113.238437994119,39.4123427422994
-109.755258143245,38.577486747617
-112.503158375659,37.3979205419128
-112.007735035044,40.379973717328
-113.005051588869,39.4790502472757
-111.693299311081,39.6349028169804
-111.549877966928,39.9536782007084
-109.273118985902,40.8868221143445
-111.317800458567,39.5533067253841
-110.882987825452,40.8724579896193
-113.054473551648,40.9872905231268
-113.453965965797,39.1119817048889
-114.046791596948,39.2824943939883
-111.726404081389,39.7135776320013
-113.702242360357,39.9322748651552
-111.119141276159,37.7031800692537
-110.44111124254,38.1393921871312
-111.610492103088,39.063295618666
-111.771394037786,41.7948640215633
-113.811328344882,38.5305950502232
-111.22970787864,38.511464115419
-109.994865464204,40.0122759870917
-113.898425036614,38.7231060499471
-111.025272146557,40.8284877080766
-111.388408102646,38.3050079474191
-111.381574184465,40.0959968696706
-111.387120884453,37.2541081874687
-113.483099968496,41.1882766443571
-109.084753374,37.5201081720608
-111.900585461044,40.5589012654687
-110.309622275204,39.7168327539152
-113.988785411745,38.56240298695
-111.187350411444,38.2306752597267
-110.795818352825,39.8560250733536
-109.827862763849,40.4021879284059
-112.537990616966,41.6108952872311
-113.162853278806,37.8113541943096
-111.865140895999,41.5464442613131
-112.01961125647,40.6036728943347
-110.698996193938,39.0064753526872
-110.394286626361,38.7505117991411
-109.57319558329,38.2281609539618
-109.721342719863,40.1608416719861
-110.897631079506,37.7965126832949
-111.066514166775,41.1884708329056
-111.934454709469,39.4762846521783
-112.377484982915,39.0067444370303
-111.368304043541,39.0540023343161
-110.821111416352,38.3326218485832
-111.172722751963,37.0215682973805
-111.669139218018,39.3802286487237
-113.036732545025,41.1843668144134
-109.479450800933,37.5951819989667
-113.551913977763,41.2974401722356
-111.483293795031,39.8291101553878
-110.390197375215,39.7144568157508
-111.31990078704,39.3648006906783
-111.857613716707,41.8531243801338
-109.704918309453,37.9779592807698
-111.613583233911,40.6378602956227
-111.001965108834,37.7739598240218
-112.846891533961,40.5151174373295
-111.73941088138,37.8835568478292
-111.492253550218,40.2980054928651
-112.134063508319,37.1321790721363
-113.12377940223,38.3988359836918
-109.66582488135,40.4903707865593
-113.285240074438,41.3928262450132
-110.054289022576,39.0134070552567
-113.458311901144,38.4707431381142
-111.480108138144,39.932018671378
-111.521618544325,41.0450916989982
-113.540899007808,38.3771180147219
-112.860426478248,38.1714924484494
-112.757604224535,39.0667634821037
-113.001333315266,41.1973884762952
-113.773858691797,38.6820771797642
-112.944164495199,39.7529194799497
-109.160299759457,40.2052577875936
-109.752719755608,40.7140265652327
-111.450589085234,38.5658260327418
-111.360064074934,40.8592186873331
-113.410038892917,40.0696352920665
-111.953654661183,39.3193545658777
-113.760358154232,39.831537081961
-111.583658532006,37.9724819048471
-111.967556428969,39.5669554772069
-109.838682871612,37.2002768188071
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
